,fir_id,name,boundary
136,0,SOUTHEND CTA 2,+514333.00+0004429.00/+514420.00+0004614.00/+514440.00+0005036.00/+514431.00+0005038.00/+514138.00+0005222.00/+514312.00+0004748.00/+514206.00+0004521.00/+514333.00+0004429.00
137,0,SOUTHEND CTA 4,+513437.00+0002440.00/+513943.00+0002551.00/+514353.00+0003508.00/+514435.00+0004406.00/+514401.00+0004412.00/+514333.00+0004429.00/+513437.00+0002440.00
138,0,SOUTHEND CTA 5,+514435.00+0004406.00/+514506.00+0004514.00/+514530.00+0005026.00/+514440.00+0005036.00/+514420.00+0004614.00/+514333.00+0004429.00/+514401.00+0004412.00/+514435.00+0004406.00
139,0,SOUTHEND CTA 7,+512757.00+0002721.00/+512446.00+0003202.00/+512528.00+0003956.00/+513000.00+0005000.00/+512120.00+0005000.00/+512046.00+0003338.00/+512757.00+0002721.00
140,0,SOUTHEND CTA 8,+512829.00+0005000.00/+512555.00+0005625.00/+512124.00+0005144.00/+512120.00+0005000.00/+512829.00+0005000.00
141,0,SOUTHEND CTA 9,+514506.00+0004514.00/+514716.00+0005005.00/+514530.00+0005026.00/+514506.00+0004514.00
142,0,STRANGFORD CTA 1,+543542.00-0051444.00/+543230.00-0051046.00/+542209.00-0044501.00/+541645.00-0045125.00/+540805.00-0044053.00/+542534.00-0052320.00/+543542.00-0051444.00
143,0,STRANGFORD CTA 2,+544449.00-0052608.00/+543118.00-0053734.00/+542534.00-0052320.00/+543542.00-0051444.00/+544449.00-0052608.00
144,0,STRANGFORD CTA 4,+542214.00-0054509.00/+541630.00-0053058.00/+540636.00-0053913.00/+541100.00-0055428.00/+542214.00-0054509.00
145,0,STRANGFORD CTA 5,+541630.00-0053058.00/+540405.00-0050040.00/+540202.00-0050543.00/+540636.00-0053913.00/+541630.00-0053058.00
146,0,STRANGFORD CTA 6,+543118.00-0053734.00/+542534.00-0052320.00/+540805.00-0044053.00/+535956.00-0045043.00/+541630.00-0053058.00/+542214.00-0054509.00/+543118.00-0053734.00
147,0,STRANGFORD CTA 7,+542209.00-0044501.00/+541627.00-0043100.00/+540805.00-0044053.00/+541645.00-0045125.00/+542209.00-0044501.00
148,0,STRANGFORD CTA 8,+540915.00-0054823.00/+540636.00-0053913.00/+540514.00-0052901.00/+535617.00-0053627.00/+540008.00-0055552.00/+540915.00-0054823.00
