,name,boundary,floor,ceiling
127,EG D510A ,+551500.00-0025256.00/+550112.00-0024453.00/+550900.00-0030000.00/+551500.00-0025400.00/+551500.00-0025256.00,0,5500
128,EG D510B ,+551500.00-0025256.00/+551500.00-0023951.00/+550453.00-0021743.00/+550417.00-0021717.00/+550206.00-0021640.00/+550000.00-0022752.00/+550000.00-0024235.00/+550112.00-0024453.00/+551500.00-0025256.00,0,5500
129,EG D510C ,+550243.00-0023526.00,0,5500
130,EG D512A ,+551418.00-0020239.00/+551054.00-0021311.00/+551615.00-0022552.00/+551857.00-0022315.00/+551525.00-0021352.00/+551418.00-0020239.00,0,22000
131,EG D512B ,+552426.00-0021355.00/+551719.00-0020336.00/+551418.00-0020239.00/+551525.00-0021352.00/+551857.00-0022315.00/+552212.00-0022009.00/+552426.00-0021355.00,0,18000
132,EG D513A ,+550200.00-0010000.00/+552000.00-0010640.00/+552000.00-0002300.00/+550200.00-0004000.00/+550200.00-0010000.00,0,230
133,EG D513B ,+554400.00-0011543.00/+554400.00+0000726.00/+552000.00+0001700.00/+550200.00-0004000.00/+552000.00-0002300.00/+552000.00-0010640.00/+554400.00-0011543.00,0,230
134,EG D513C ,+555000.00-0011800.00/+555000.00+0000500.00/+552000.00+0001700.00/+550200.00-0004000.00/+550200.00-0010000.00/+555000.00-0011800.00,0,100
135,EG D601 GARELOCHHEAD,+560805.00-0044636.00/+560505.00-0044656.00/+560440.00-0044740.00/+560547.00-0044912.00/+560706.00-0044912.00/+560805.00-0044636.00,0,4000
136,EG D604 BARRY BUDDON,+562849.00-0024849.00/+562957.00-0024010.00/+562735.00-0023943.00/+562738.00-0024829.00/+562849.00-0024849.00,0,1500
137,EG D613A ,+574421.00+0002631.00/+571940.00+0004851.00/+564725.00-0013559.00/+571447.00-0014618.00/+574421.00+0002631.00,0,660
138,EG D613B ,+571940.00+0004851.00/+565256.00+0011225.00/+564725.00-0013559.00/+571940.00+0004851.00,0,660
139,EG D613C ,+565256.00+0011225.00/+561750.00-0012507.00/+564725.00-0013559.00/+565256.00+0011225.00,0,660
140,EG D613D ,+565256.00+0011225.00/+560344.00+0015411.00/+560509.00-0002907.00/+561750.00-0012507.00/+565256.00+0011225.00,0,660
